INFO 2024-05-22 11:30:54,656 autoreload Watching for file changes with StatReloader
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/collections/__init__.py first seen with mtime 1715025260.02198
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/query_utils.py first seen with mtime 1716375400.3049521
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/urls/exceptions.py first seen with mtime 1716375400.3359199
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_contextvars.cpython-39-darwin.so first seen with mtime 1715025309.861136
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/base.py first seen with mtime 1716375400.275886
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/backends/__init__.py first seen with mtime 1716375400.2893553
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/inspect.py first seen with mtime 1716375400.340404
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/wsgiref/__init__.py first seen with mtime 1715025265.906827
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/signing.py first seen with mtime 1716375400.270354
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/_markupbase.py first seen with mtime 1715025239.832811
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/subprocess.py first seen with mtime 1715025259.12348
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/warnings.py first seen with mtime 1715025241.102255
DEBUG 2024-05-22 11:32:16,363 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/json/decoder.py first seen with mtime 1715025263.882519
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/mime/message.py first seen with mtime 1715025262.331968
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/utils.py first seen with mtime 1716375400.3052363
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_pickle.cpython-39-darwin.so first seen with mtime 1715025313.585406
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/log.py first seen with mtime 1715025259.031844
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/i18n.py first seen with mtime 1716375400.3449664
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/json/encoder.py first seen with mtime 1715025263.892733
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/dispatch/dispatcher.py first seen with mtime 1716375400.3099685
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/backends/django.py first seen with mtime 1716375400.3311505
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/fields/json.py first seen with mtime 1716375400.3060334
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/loaders/base.py first seen with mtime 1716375400.331903
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/mail/__init__.py first seen with mtime 1716375400.280094
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/secrets.py first seen with mtime 1715025240.745084
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/subprocess.py first seen with mtime 1715025240.918191
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/typing_extensions.py first seen with mtime 1716200364.00532
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/forms/fields.py first seen with mtime 1716375400.3106182
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/functions/__init__.py first seen with mtime 1716375400.3073204
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/paginator.py first seen with mtime 1716375400.2700856
DEBUG 2024-05-22 11:32:16,364 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/__init__.py first seen with mtime 1716375400.2696755
INFO 2024-05-22 11:33:21,637 autoreload Watching for file changes with StatReloader
DEBUG 2024-05-22 11:33:21,637 autoreload Waiting for apps ready_event.
DEBUG 2024-05-22 11:33:21,743 autoreload Main Django thread has terminated before apps are ready.
DEBUG 2024-05-22 11:33:21,743 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2024-05-22 11:33:21,778 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/migrations/migration.py first seen with mtime 1716375400.2998724
DEBUG 2024-05-22 11:33:21,778 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/itercompat.py first seen with mtime 1716375400.3406713
DEBUG 2024-05-22 11:33:21,778 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/autoreload.py first seen with mtime 1716375400.3372402
DEBUG 2024-05-22 11:33:21,778 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/importlib/util.py first seen with mtime 1715025255.641762
DEBUG 2024-05-22 11:33:21,778 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/html/parser.py first seen with mtime 1715025263.848568
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/sql/where.py first seen with mtime 1716375400.3096955
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/wsgiref/headers.py first seen with mtime 1715025265.927441
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/storage/base.py first seen with mtime 1716375400.278147
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/logging/config.py first seen with mtime 1715025265.872621
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/mail/__init__.py first seen with mtime 1716375400.280094
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/storage/memory.py first seen with mtime 1716375400.2787309
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/threads.py first seen with mtime 1715025259.14569
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/apps/config.py first seen with mtime 1716375399.6795535
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/indexes.py first seen with mtime 1716375400.3036253
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/_bootlocale.py first seen with mtime 1715025239.791637
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/backends/django.py first seen with mtime 1716375400.3311505
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/hashlib.py first seen with mtime 1715025240.315749
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/filters.py first seen with mtime 1716375399.756415
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_bz2.cpython-39-darwin.so first seen with mtime 1716198014.3881664
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/lookups.py first seen with mtime 1716375400.3038402
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/linecache.py first seen with mtime 1715025240.396195
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/query_utils.py first seen with mtime 1716375400.3049521
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/queues.py first seen with mtime 1715025259.061861
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/translation/__init__.py first seen with mtime 1716375400.3434155
DEBUG 2024-05-22 11:33:21,779 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/locale.py first seen with mtime 1715025240.404179
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/opcode.py first seen with mtime 1715025240.490308
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/collections/abc.py first seen with mtime 1715025260.031851
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/generic/dates.py first seen with mtime 1716375400.3468485
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/pkgutil.py first seen with mtime 1715025240.562497
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/locks.py first seen with mtime 1716375400.2762702
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/timesince.py first seen with mtime 1716375400.3423321
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/context.py first seen with mtime 1716375400.3288963
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/tokenize.py first seen with mtime 1715025241.026448
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/datastructures.py first seen with mtime 1716375400.337989
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/serializers/__init__.py first seen with mtime 1716375400.2875013
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/_osx_support.py first seen with mtime 1715025239.840993
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/deconstruct.py first seen with mtime 1716375400.3387287
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_hashlib.cpython-39-darwin.so first seen with mtime 1715025322.890091
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/argparse.py first seen with mtime 1715025239.927413
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/utils.py first seen with mtime 1716375400.2774336
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/base_futures.py first seen with mtime 1715025258.873896
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/calendar.py first seen with mtime 1715025240.008267
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/queue.py first seen with mtime 1715025240.66438
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/unicodedata.cpython-39-darwin.so first seen with mtime 1715025318.538967
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/fcntl.cpython-39-darwin.so first seen with mtime 1715025308.79816
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/_distutils_hack/__init__.py first seen with mtime 1713042365.0
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/logging/__init__.py first seen with mtime 1715025265.862283
DEBUG 2024-05-22 11:33:21,780 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/random.py first seen with mtime 1715025240.682214
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/mail/utils.py first seen with mtime 1716375400.2804465
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/urls/base.py first seen with mtime 1716375400.3354857
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_bisect.cpython-39-darwin.so first seen with mtime 1715025308.461975
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/functools.py first seen with mtime 1715025240.253033
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/checks/templates.py first seen with mtime 1716375400.2739954
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/fields/proxy.py first seen with mtime 1716375400.306283
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/functions/datetime.py first seen with mtime 1716375400.307609
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/decorators/csrf.py first seen with mtime 1716375400.3457592
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/typing_extensions.py first seen with mtime 1716200364.00532
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_asyncio.cpython-39-darwin.so first seen with mtime 1715025323.245681
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/images.py first seen with mtime 1716375400.276079
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/checks/security/sessions.py first seen with mtime 1716375400.2754853
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_lzma.cpython-39-darwin.so first seen with mtime 1715025311.140456
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/decorators/debug.py first seen with mtime 1716375400.345881
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/sites.py first seen with mtime 1716375399.7577622
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/admin/options.py first seen with mtime 1716375399.75744
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/management/color.py first seen with mtime 1716375400.282194
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/inspect.py first seen with mtime 1716375400.340404
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/sql/__init__.py first seen with mtime 1716375400.308278
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/format_helpers.py first seen with mtime 1715025259.002474
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/loaders/filesystem.py first seen with mtime 1716375400.3321898
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/encodings/__init__.py first seen with mtime 1715025260.204211
DEBUG 2024-05-22 11:33:21,781 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/asgiref/sync.py first seen with mtime 1716375399.6357691
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/importlib/machinery.py first seen with mtime 1715025255.590022
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/pprint.py first seen with mtime 1715025240.602909
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/backends/__init__.py first seen with mtime 1716375400.2893553
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/generator.py first seen with mtime 1715025262.136926
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/backends/base.py first seen with mtime 1716375400.3309782
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/logging/handlers.py first seen with mtime 1715025265.882971
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/__init__.py first seen with mtime 1716375399.7550578
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/encoders.py first seen with mtime 1715025262.105266
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/http/request.py first seen with mtime 1716375400.3265364
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/enums.py first seen with mtime 1716375400.3031623
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_socket.cpython-39-darwin.so first seen with mtime 1715025319.429804
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1716375400.306881
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/sql/query.py first seen with mtime 1716375400.309385
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1716375400.126539
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/numberformat.py first seen with mtime 1716375400.3414297
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/inspect.py first seen with mtime 1715025240.360596
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/servers/__init__.py first seen with mtime 1716375400.2886043
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/handlers/wsgi.py first seen with mtime 1716375400.2798715
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/_policybase.py first seen with mtime 1715025262.053961
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/operator.py first seen with mtime 1715025240.497334
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/loaders/base.py first seen with mtime 1716375400.331903
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/glob.py first seen with mtime 1715025240.293338
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/pathlib.py first seen with mtime 1715025240.522241
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/parser.py first seen with mtime 1715025262.223991
DEBUG 2024-05-22 11:33:21,782 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site.py first seen with mtime 1715025240.79452
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/forms/utils.py first seen with mtime 1716375400.311507
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/importlib/__init__.py first seen with mtime 1715025255.536786
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/concurrent/futures/__init__.py first seen with mtime 1715025260.07809
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/encodings/aliases.py first seen with mtime 1715025260.214358
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/crypto.py first seen with mtime 1716375400.3378255
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/files/base.py first seen with mtime 1716375400.275886
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1716375400.3015127
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1716375400.309545
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/apps/registry.py first seen with mtime 1716375399.679729
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/__init__.py first seen with mtime 1716375400.2696755
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/_compat_pickle.py first seen with mtime 1715025239.815797
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/loaders/app_directories.py first seen with mtime 1716375400.3317828
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/core/paginator.py first seen with mtime 1716375400.2700856
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/contextvars.py first seen with mtime 1715025240.110165
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/_os.py first seen with mtime 1716375400.3366547
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/generic/detail.py first seen with mtime 1716375400.3469894
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/views/decorators/common.py first seen with mtime 1716375400.3456397
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/numbers.py first seen with mtime 1715025240.483092
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/iterators.py first seen with mtime 1715025262.202891
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/asyncio/locks.py first seen with mtime 1715025259.021927
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/decorators.py first seen with mtime 1716375400.338863
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/lib-dynload/_datetime.cpython-39-darwin.so first seen with mtime 1715025315.437585
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/formats.py first seen with mtime 1716375400.3396144
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/template/loaders/__init__.py first seen with mtime 1716375400.3316476
DEBUG 2024-05-22 11:33:21,783 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/site-packages/django/utils/functional.py first seen with mtime 1716375400.3397934
DEBUG 2024-05-22 11:33:21,784 autoreload File /Users/chaelee/anaconda3/envs/sugang_gpt/lib/python3.9/email/message.py first seen with mtime 1715025262.213533
